#-1.44966298553678371e+02 -1.38753187223842531e+02 -1.37994358559692046e+02 -1.33354421541341566e+02 -1.32017109008420789e+02 -1.28655145854462887e+02 -1.25339823724693929e+02 -1.21473599247078525e+02 -1.17277640384075085e+02 -1.12771305734259911e+02 -1.07988606498389132e+02 -1.02952593182609576e+02 -9.76821326106053363e+01 -9.21928061840498430e+01 -8.64978133781562519e+01 -8.06085228578771762e+01 -7.45348588213931151e+01 -6.82855795795419169e+01 -6.18684853332050722e+01 -5.52905771291703942e+01 -4.85581810495183532e+01 -4.16770469575159979e+01 -3.46524281950890867e+01 -2.74891467417078630e+01 -2.01916470909938752e+01 -1.27640412444363207e+01 
1.93197230511054784e-04 1.25252735796294617e-05 3.52650747306834504e-04 -2.20137629175301184e-04 1.92702166953047794e-04 2.02368292606094408e-04 1.00305803270668605e-04 -1.95189052932632904e-04 -2.72670512103185408e-04 1.06275174252354646e-04 -2.24733563980373109e-04 -1.24827924064360067e-04 1.16980318631845282e-04 6.99506417812350548e-05 -5.25822369437998756e-04 -6.57243349360129864e-04 -7.38987654352539578e-04 -7.42050926696236741e-04 9.72192395371797562e-06 -1.09636112498549018e-03 -1.27987675918461133e-03 -1.58890956702290660e-03 -2.64854349462711775e-04 -8.41782552203925610e-04 -6.91093641426178819e-04 -5.96609629376987881e-03 
1.96175195521323698e-04 -1.09497716776126949e-04 3.50291631253443585e-04 -3.18890523131225490e-05 1.73710852073282363e-04 -2.57345998113236996e-04 1.41567260604954820e-04 1.71938383802873630e-04 -2.42088020349837812e-04 1.34383420804873169e-04 -3.83668044662586170e-04 -3.92712027226913625e-04 -4.43014529248636762e-04 -5.18464571617496665e-04 -5.36707896802149993e-04 -5.39966448649737926e-04 -6.39437619110347594e-04 -8.25997922970694528e-04 -8.44816127611595821e-05 -1.01180168960100358e-03 -2.77906396141958231e-04 -5.68403280711029060e-04 -1.97205781371202803e-03 -8.19325286917608683e-04 -1.14366454136306914e-03 -5.93478870154395387e-03 
1.78798380390320891e-04 -2.20641844061326655e-04 3.56294314680549414e-04 1.77978410867541618e-04 1.71851755858853906e-04 1.90244236600550299e-04 1.61687893813476587e-04 -2.45623389074819390e-04 1.64715190020788232e-04 1.48418727853081152e-04 -3.14906011337990439e-04 1.32208718595850527e-04 3.69559465964098188e-05 -4.98748210736682136e-05 -3.58450043526541622e-05 -5.05589739175674147e-05 -2.60812803967436105e-04 -7.41517680952423594e-04 -7.60152379896337311e-04 -2.83906940551238891e-04 -1.73178249308512651e-04 -3.89569602454234703e-04 -3.32432906202177986e-04 -2.54237059992023454e-03 -3.25016817671012863e-03 -5.88157278056719753e-03 
1.45552432679596218e-04 -3.24759811758561180e-04 3.59358213939375598e-04 1.53025773688405164e-04 1.67877864441021699e-04 -2.31553405714574631e-04 1.69867149099807376e-04 -1.88989262748743745e-04 -2.62077059315611550e-04 1.48607911619980549e-04 9.43796535536764675e-05 -3.65761757282265470e-04 -3.30566634095987163e-04 5.32536348535304904e-05 7.71910543395793722e-05 5.96206175884110773e-05 -4.50328546979897172e-06 -4.01036997669852941e-04 -9.19579387809678806e-04 -7.46996361841680332e-05 -1.23169484726092372e-03 -1.50340212982464478e-03 -1.91770230618523805e-03 -5.54871352739278617e-04 -3.52272972248219391e-03 -5.80793205603862776e-03 
7.38096212321831519e-05 -3.49646808221012149e-04 3.14851598379454871e-04 -1.74437005608136511e-04 1.50844306881798261e-04 1.69058869116989592e-04 1.67293394141219390e-04 1.52026773548348190e-04 -2.11280241948966853e-04 1.36214633091576539e-04 1.22244093153225534e-04 -3.47321622009408759e-05 -1.57829079342524287e-04 -4.90178804706482081e-04 -4.14448011179034627e-04 -4.75318533160806064e-05 2.21674440096810217e-05 -7.42698086441483633e-05 -8.22742269424386126e-04 -4.06283007086606163e-04 -1.04967960221690870e-03 -2.97110162777822694e-04 -3.96444720984092335e-04 -1.71830285915002467e-03 -1.67385072973326183e-03 -5.71375213053591791e-03 
-3.30599225395262605e-05 -1.57804764376250116e-04 -1.00511851810245183e-04 -1.77588421459634073e-04 1.33384915814187515e-04 -2.00800508477383979e-04 1.52565726901402338e-04 -2.27476952662374336e-04 1.44389025936308144e-04 1.08770957132259710e-04 -6.23684488218310832e-05 3.62064540214431953e-05 -3.08810816042135917e-05 -8.61082390813720734e-05 -5.27459514139041541e-04 -5.46731073290369495e-04 -1.24266719627114862e-04 -1.59364601637876028e-05 -3.73147765945459073e-04 -1.03559319357931622e-03 -1.94781750917857128e-04 -1.22145678406069668e-03 -1.86517961414544371e-03 -2.29682889183116003e-03 -8.95331600916909084e-04 -5.59787484894022549e-03 
-1.27859331887262217e-04 -1.65289484717775801e-05 -1.23791533270427350e-04 8.00252800900586297e-05 1.23796818076035752e-04 1.38982179284705522e-04 1.25782270700327588e-04 -1.83890442175050457e-04 -2.53361021602375720e-04 6.02754765605721204e-05 -3.20895277376696613e-04 -3.85480175579423724e-04 -3.42713596396886219e-04 3.99250021105304612e-05 -1.86369061026807147e-04 -5.86382967836733050e-04 -5.96518088555431634e-04 -1.04466265011128560e-04 -9.50812090478219606e-05 -9.19034290542827532e-04 -5.10853495536710755e-04 -1.28409485557845655e-03 -4.57473973699445253e-04 -6.03508483692937478e-04 -1.54094095540805039e-03 -5.45834715420347606e-03 
-1.56060700288602219e-04 1.22967189416673051e-04 -1.91611180462302253e-04 1.65519361218037373e-04 1.18139373053699750e-04 -1.65925707068518381e-04 7.77181993408899627e-05 1.35391177700784756e-04 -1.85616529760017124e-04 -2.98258197608455393e-05 -3.33504436976833824e-04 9.17986227310422061e-05 5.68902015034251508e-05 -4.66260366687569982e-04 4.61949758926223601e-05 -4.01412809263797276e-04 -6.62987835616122168e-04 -5.92837521900885169e-04 -9.87747923075864959e-05 -2.56500432319850871e-04 -1.20403968218956814e-03 -2.87511861036866758e-04 -1.81318701780564884e-03 -2.23854628623868478e-03 -3.20892431561315382e-03 -5.29235246663790470e-03 
-1.68713282643880166e-04 1.58861390094888787e-04 -1.30635880214152527e-04 -8.79990441961265412e-06 1.09337416571402766e-04 9.66448810024430005e-05 -1.09507348970094917e-05 -2.12107063750760808e-04 1.27113814258222142e-04 -2.01852074906554976e-04 -2.57998683902432365e-05 -2.50687022117577335e-04 -3.88931595376094312e-04 -1.16491396250112034e-04 -2.08010685820657787e-04 -4.37552080698972937e-05 -5.91960350258379799e-04 -7.39778266915399360e-04 -4.98153103721405040e-04 -1.43295557395494333e-04 -5.75737031710404695e-04 -1.42709344996326580e-03 -5.15663596609352930e-04 -1.70475185829616809e-03 -3.29572967032561084e-03 -5.09689120424493183e-03 
-1.65473725828446465e-04 1.62161024345751050e-04 -4.05085861076842629e-05 -1.98485378981989679e-04 9.68278148883392338e-05 -9.43757245994763442e-05 -1.51787032852436580e-04 -1.78477305723754627e-04 -2.45211760304163006e-04 -2.57513439427201779e-04 9.88932810777106976e-05 -2.85473486840687348e-04 7.02968665146554042e-05 2.79123884798011941e-05 -5.06867423156484717e-04 6.48342397039716779e-06 -3.00206062589596936e-04 -7.11472209647877828e-04 -8.35737637510762304e-04 -6.23467421058595378e-04 -2.27292686486476827e-04 -7.15889453357143862e-04 -1.76090146403758857e-03 -8.19809589993984885e-04 -1.45560291117145671e-03 -4.86198870027849429e-03 
-1.44157954135736439e-04 1.43434516545500176e-04 1.00250725924290511e-04 -6.76354504821857056e-05 7.94494632087754858e-05 2.80412847093533439e-05 -1.94148260998663950e-04 1.21365542684546051e-04 -1.63930458900712661e-04 -2.83015567857072630e-04 3.85377749873703801e-05 6.01338159010624527e-05 -4.00572704313897324e-04 -4.45250635985636070e-04 -3.04198911094582310e-04 -1.68933110019046191e-04 -6.87010434257279032e-05 -5.23759193192872450e-04 -8.11479036576364700e-04 -9.83942388909484931e-04 -1.06059809217173536e-03 -4.46400398149938212e-04 -5.71397629307755827e-04 -2.32587834870963493e-03 -1.07194023347534557e-03 -4.56554751060149998e-03 
-9.56663545309687933e-05 1.07132424799563408e-04 2.03381417830266869e-04 1.48038475011265613e-04 6.11345248900816904e-05 -2.28428718504354364e-05 -2.13444417377186277e-04 -1.98845163737586218e-04 1.12083285323569314e-04 -2.91131034827106288e-04 -2.54146890302091777e-04 -3.46888585312740444e-04 4.58938698502151277e-05 -1.42229935448037102e-04 7.57610393020112103e-06 -5.39064635698092379e-04 -3.68878693963162855e-05 -1.71119393601185593e-04 -5.38415969863529969e-04 -8.44613744691818653e-04 -1.07980900124986820e-03 -1.39275705622591683e-03 -1.70842792795750206e-03 -8.36748413571483055e-04 -1.91702389691583795e-03 -4.13884378448875403e-03 
4.85569448721138872e-05 5.93155552282790981e-06 1.83226973140761885e-04 1.08213560541321004e-04 4.36896548785621532e-05 -1.10049552953196797e-04 -2.18640522979154239e-04 -1.73968867904347252e-04 -2.37671353923771700e-04 -2.86489572461902711e-04 -3.17070448004141243e-04 2.39691463235589793e-05 -3.77646648319910597e-04 1.62952952138933148e-05 -7.79537843753627744e-05 -5.25758807182236175e-04 -1.41589473428225648e-04 -8.67804784410899612e-05 -1.85921720053724976e-04 -2.64571992535658925e-04 -3.29405541433021364e-04 -4.26569277708915286e-04 -6.24945184574617215e-04 -1.34449183991215975e-03 -3.15885091230275498e-03 -3.32038688337930833e-03 
1.10153330818807611e-04 -9.78349157927153824e-05 9.60198812163616576e-05 -1.47317000050135297e-04 2.85122718980362353e-05 4.24769994025064488e-05 -2.13641667860551459e-04 1.09416951339623571e-04 -1.45394968442915079e-04 -2.71957500313921557e-04 -2.29824027029505235e-04 -9.70670501898313601e-05 -5.07208670933648899e-06 -4.26739496641737699e-04 -4.76413152622244345e-04 -2.86309095768210039e-04 -5.41889640854435967e-04 -1.12393836419038867e-04 -1.33877579095084269e-04 -2.01417595226417240e-04 -3.74125868774534409e-04 -1.08290449356785216e-03 -1.65561759554203980e-03 -2.24248907857423074e-03 -3.09054561130795921e-03 -2.87999848411527037e-03 
