#2.49999999964841901e+00 7.49999999753876345e+00 1.24999999912093323e+01 1.74999999778465636e+01 2.24999999546385183e+01 2.74999999187701825e+01 3.24999998674290680e+01 3.74999997978012374e+01 4.24999997070730586e+01 4.74999995924301928e+01 5.24999994510590895e+01 5.74999992801458291e+01 6.24999990768762927e+01 6.74999988384356442e+01 7.24999985620098926e+01 7.74999982447851892e+01 8.24999978839462216e+01 8.74999974766779474e+01 9.24999970201666883e+01 9.74999965115966347e+01 1.02499995948153213e+02 1.07499995327021125e+02 1.12499994645385598e+02 1.22499993089341473e+02 1.27499992209301965e+02 1.32499991257497186e+02 1.37499990231111070e+02 1.42499989127327780e+02 1.47499987943331121e+02 1.52499986676305809e+02 1.57499985323435055e+02 1.67499982348892132e+02 1.72499980721587292e+02 1.77499978997171354e+02 1.82499977172828153e+02 1.87499975245740160e+02 1.92499973213091124e+02 1.97499971072064142e+02 
6.29775224134758557e-04 5.85793357153753871e-04 5.32994479890281985e-04 4.97621118543225107e-04 4.71856754577137634e-04 4.51904420436983340e-04 4.35777567608530204e-04 4.22330077411217360e-04 4.10848208509957951e-04 4.00860629329789189e-04 3.92041460672795682e-04 3.84156948486930679e-04 3.77034303170897236e-04 3.70542565041151256e-04 3.64580359154851783e-04 3.59067781108719721e-04 3.53940857615130729e-04 3.49147666173736518e-04 3.44645555203801205e-04 3.40399112805238639e-04 3.36378656166529827e-04 3.32559090525607530e-04 3.28919034987553436e-04 3.22106576183049632e-04 3.18904569479670677e-04 3.15822105375264232e-04 3.12848634274049797e-04 3.09974852989100438e-04 3.07192521857831873e-04 3.04494313501528599e-04 3.01873686953921402e-04 2.96842331340976861e-04 2.94421583293665327e-04 2.92058239685775989e-04 2.89748399931166463e-04 2.87488513993121796e-04 2.85275341512229068e-04 2.83105916310753586e-04 
3.85611067299806423e-03 -9.65139884856766259e-04 8.63678057063039075e-04 -1.84351177979746932e-04 4.31048126901707469e-04 1.60106658896834502e-04 1.75273542811108169e-04 4.19285587457539518e-04 7.64075469502897896e-05 4.29561438621344177e-04 7.73796026520480489e-05 4.03999665249739728e-04 9.70709491398650279e-05 3.66525633086213802e-04 1.31389574855185655e-04 3.24066013123039355e-04 1.87288513897311180e-04 2.40714826856324783e-04 3.01156587391248557e-04 1.78364645205854810e-04 3.25992880279648374e-04 1.66268948489329546e-04 3.26291530450214390e-04 3.15003082089104129e-04 1.76321377406650238e-04 2.96557778895968638e-04 1.99435536055185569e-04 2.55650655394452095e-04 2.66649036274531435e-04 2.12531280443043044e-04 2.93622804700622978e-04 2.98916301318866433e-04 1.91713267428672291e-04 2.94864857082417450e-04 1.95127909318016383e-04 2.84719926937903288e-04 2.06920792389176983e-04 2.62430211340689543e-04 
-8.64360481677782619e-04 -6.73310195463350464e-04 -4.24019926979944716e-04 -2.65892787224688589e-04 -1.31638881407964494e-04 6.43662569762207525e-06 2.69293847128744741e-04 4.16401382439917083e-04 4.42591206244905748e-04 4.32337490655615561e-04 4.04024997070481036e-04 3.64979474797752740e-04 2.91293574112195424e-04 2.05703539454201801e-04 1.50165680179113536e-04 1.36927817560758986e-04 1.36140007902467859e-04 1.47302391149854999e-04 1.72685314057630221e-04 2.39032830886466940e-04 3.06413617297394687e-04 3.22423656108902302e-04 3.23750603593934907e-04 3.01444045674708044e-04 2.68687024959151591e-04 2.25936419962430974e-04 1.95141007527860626e-04 1.86192969886931600e-04 1.83899554384932393e-04 1.88521081379052592e-04 2.01784234419871879e-04 2.81833528847932348e-04 2.92870192879081176e-04 2.94747927961989194e-04 2.90691187300750687e-04 2.82018442150828302e-04 2.61411854276076495e-04 2.32913917233752965e-04 
-3.18775747357870559e-03 1.02764727369590494e-03 5.22895962108358694e-04 -1.64374610347851316e-04 6.27470600476085828e-04 -4.74809806610485138e-05 3.14045289899363784e-04 4.13555760842150046e-04 5.47975199576659368e-05 4.17311118625517195e-04 1.14933429057016321e-04 2.20566201228204078e-04 3.68999177010854984e-04 1.17498117928284575e-04 3.46537015358607458e-04 1.87277549469325172e-04 1.82827377850216356e-04 3.41430292092450205e-04 1.50981335509709218e-04 3.08179464613649859e-04 2.65858199339039580e-04 1.80433585882192288e-04 3.21282882656985578e-04 2.70279169209385712e-04 2.90047222836183245e-04 1.84994681690213837e-04 3.05145496199705883e-04 1.94033384148543247e-04 2.41202821215064821e-04 2.93682898257231588e-04 1.90594899253216933e-04 2.13530520022460366e-04 2.20413917775847594e-04 2.91622246481489686e-04 1.96979445629082801e-04 2.79378348645609501e-04 2.29147322538089356e-04 2.11200214815395084e-04 
2.61989445045094716e-03 1.36447891044529437e-03 8.05299449143630913e-04 2.28218214745182658e-04 -7.45010402626712593e-05 -6.04923032579121253e-05 7.22551547629640597e-05 4.10878925068110701e-04 4.42129100397244644e-04 3.88348576685100934e-04 2.28223217448888350e-04 1.16925112929807090e-04 1.10695650815997621e-04 1.67167197920031215e-04 3.34342554373274342e-04 3.52741921761514504e-04 3.25079920158685936e-04 2.28226358759612641e-04 1.63608550075504362e-04 1.59126064364523552e-04 1.97740905975012364e-04 3.07414599762932401e-04 3.18891958836968557e-04 2.28230732201117420e-04 1.84757001483682419e-04 1.82088373376007096e-04 2.13194433330486096e-04 2.93565758549950092e-04 3.01052119631382386e-04 2.85537220753868514e-04 2.28236560786962672e-04 1.95555924803038952e-04 2.22835779823607656e-04 2.85076107362776051e-04 2.90017477607050695e-04 2.76795932554408351e-04 2.28243941908333817e-04 2.04772434004721576e-04 
3.12197738025432820e-03 5.70444029994111716e-04 -3.69040806120931729e-04 6.19958295467645348e-04 4.56486311778227726e-04 -4.61712663355377803e-05 4.23144443929726339e-04 4.08222976745715364e-04 5.25658895078307372e-05 3.31048813784742086e-04 3.78744905393704485e-04 1.02776693834841286e-04 2.74691825962172927e-04 3.57743351486972008e-04 1.34811720223512320e-04 2.40708582856992773e-04 3.41427000537292754e-04 1.58314842668339840e-04 2.17681920672318634e-04 3.28020077968290834e-04 1.77455957624438461e-04 2.00570197058494209e-04 3.16563346358062956e-04 1.95201908834984528e-04 3.06486930483770457e-04 2.11884599401261691e-04 1.95303758467800471e-04 2.97428247093821016e-04 2.34856702414074065e-04 1.96327630257888569e-04 2.89144175820942246e-04 1.98054186409853941e-04 2.81464598694035144e-04 2.73650595166707107e-04 2.00345536353390650e-04 2.74265945312817327e-04 2.77783465695061920e-04 2.03117900432298873e-04 
-2.11739411189088142e-03 -7.95063016988256763e-04 5.14200994818257533e-04 6.97055771594247940e-04 3.84414506088030556e-04 -1.07283113226352074e-05 2.66169452222083659e-05 4.05720579020409620e-04 4.22141706448062439e-04 2.33876971061989332e-04 9.75901930931918324e-05 1.48429124156725426e-04 3.61773228134313165e-04 3.44334878382896597e-04 1.86712687341628665e-04 1.41877266504916656e-04 2.20126487953105208e-04 3.34434631348945932e-04 3.04133499539154179e-04 1.80253038652873366e-04 1.69577977496557567e-04 2.84754519581222358e-04 3.14301777472125482e-04 1.85218627822127661e-04 1.91432913192399255e-04 2.93422759423712660e-04 2.98043947284926233e-04 2.33927483397446378e-04 1.91405314235442613e-04 2.12545536543196881e-04 2.92349934542647006e-04 2.13238183355062992e-04 1.98510516060784948e-04 2.46026963196334424e-04 2.87886349928711768e-04 2.70343583361906941e-04 2.10355248840715192e-04 2.06554073045927611e-04 
-2.51763100954519514e-03 -5.55990301637468063e-04 7.56298189022387777e-04 6.15212303597291476e-04 -7.67492825106400511e-05 4.22651005664425393e-05 4.51927232990303128e-04 4.03238660963806356e-04 6.88516385544704444e-05 1.40945674145627248e-04 3.78502238055459801e-04 3.36190594858520072e-04 1.22491163890665650e-04 1.90891237016380073e-04 3.44881956223721143e-04 3.01165952137545233e-04 1.50975129721233616e-04 2.17678442193060040e-04 3.25234453421474883e-04 2.77229609230991649e-04 1.68983895098953797e-04 2.34326334335153102e-04 3.12094697736142637e-04 1.81619621813663626e-04 2.45688240097747656e-04 3.02502144748097851e-04 2.30372838734630044e-04 1.91125609498299240e-04 2.53986323465235436e-04 2.95046256380772712e-04 2.21699526585930195e-04 2.60381260601213419e-04 2.88967035642739031e-04 2.18130656092985063e-04 2.04819772130724584e-04 2.65537296835370725e-04 2.83815884055946591e-04 2.16691465203308766e-04 
3.01187166974825051e-03 9.16829974716486750e-04 -3.22695095277072594e-04 7.62970366360168027e-05 5.75899403578109567e-04 1.72496472015380432e-04 1.59584140427803455e-05 4.00886913375305602e-04 3.88343297968671796e-04 1.09597417839936128e-04 1.41657936049861973e-04 3.74579706756895730e-04 2.60791855395107791e-04 1.33083874940588011e-04 2.98449239081003369e-04 3.33422210994031105e-04 1.78725287219597492e-04 1.68248038723898782e-04 3.21377202865257277e-04 2.86248742742405843e-04 1.73715175052761796e-04 2.30610355242522101e-04 3.09945803394738541e-04 1.84668706648468095e-04 2.93552017475702239e-04 2.88255666567060348e-04 1.96030258753125133e-04 2.10665010551762768e-04 2.95371988339747772e-04 2.44978622214376239e-04 1.96641664125761577e-04 2.84360811116159584e-04 2.11066341251896168e-04 2.08711690981512555e-04 2.84359232664534048e-04 2.61041169098495782e-04 2.06211576858302562e-04 2.49815409129147572e-04 
2.32062155490883517e-03 1.22112666642449491e-03 5.05564258575061658e-04 -1.53819459177417469e-04 -3.86530016379737574e-05 3.14044660947115483e-04 4.63331237556718044e-04 3.98562303599659339e-04 1.06125800528790397e-04 9.50107982548934062e-05 2.11623345492373239e-04 3.55946725223896666e-04 3.55178866287038516e-04 1.92859461430685549e-04 1.43245869598187582e-04 1.78354812146609465e-04 3.08167366643499828e-04 3.28013312992949638e-04 2.77239800326841183e-04 1.72506137881063993e-04 1.82751086372513998e-04 2.64066526633704773e-04 3.07845373707824022e-04 1.95724755933224205e-04 1.88960670356263833e-04 2.32934936858504663e-04 2.91425271149535654e-04 2.92716505493890880e-04 2.19512718211594901e-04 1.96334227506217066e-04 2.12435332770890509e-04 2.88089328037386045e-04 2.60671649005172763e-04 2.04770990558548197e-04 2.10136196295150526e-04 2.56821616909920947e-04 2.81671189480330779e-04 2.72786019821000432e-04 
